30075
" 2,048,244,190 "
" 2,224,276,860 "
" 2,235,199,160 "
" 2,104,129,200 "
" 1,961,775,180 "
" 1,966,006,410 "
" 1,948,925,960 "
" 1,987,074,880 "
" 2,182,775,550 "
" 2,200,900,380 "
" 2,223,907,260 "
" 2,648,936,590 "
